Order_ID,Order_Number,Product_Category,Origin_City,Destination_City,Region,Shipping_Mode,Distance_km,Shipment_Weight_tons,Emission_Factor_kgCO2_per_ton_km,Carbon_Emission_kgCO2,Delivery_Time_days,Late_Delivery_Flag,Sales_Amount_INR,Profit_INR,Sustainability_Score
200,ORD00200,Apparel,Chennai,Delhi,North India,Rail,1286,9.56,0.02,245.88,5,0,60333.77,13764.35,98.77
201,ORD00201,Apparel,Mumbai,Kolkata,East India,Air,1710,3.41,0.6,3498.66,12,1,70176.99,8636.56,72.51
202,ORD00202,Apparel,Pune,Ahmedabad,South India,Road - Medium Truck,597,2.58,0.1,154.03,10,1,50427.28,13287.91,89.23
203,ORD00203,Pharmaceuticals,Hyderabad,Mumbai,North India,Road - Medium Truck,2490,6.96,0.1,1733.04,8,1,87947.83,33019.04,81.33
204,ORD00204,Apparel,Ahmedabad,Mumbai,South India,Road - Heavy Truck,2120,8.37,0.08,1419.55,3,0,24204.89,5785.02,92.9
205,ORD00205,Pharmaceuticals,Pune,Ahmedabad,North India,Air,2140,1.36,0.6,1746.24,3,0,47320.86,18138.52,91.27
206,ORD00206,Furniture,Mumbai,Delhi,West India,Air,1312,6.89,0.6,5423.81,1,0,73711.61,20728.84,72.88
207,ORD00207,Groceries,Delhi,Kolkata,West India,Rail,2266,7.15,0.02,324.04,2,0,99441.75,11895.74,98.38
208,ORD00208,Groceries,Pune,Mumbai,South India,Road - Medium Truck,1771,7.81,0.1,1383.15,8,1,40573.79,5380.08,83.08
209,ORD00209,Electronics,Delhi,Kolkata,West India,Rail,2250,1.63,0.02,73.35,4,0,42340.57,15318.64,99.63
210,ORD00210,Furniture,Mumbai,Delhi,West India,Air,990,5.55,0.6,3296.7,5,0,28513.64,8444.37,83.52
211,ORD00211,Electronics,Chennai,Delhi,West India,Road - Heavy Truck,325,2.79,0.08,72.54,10,1,14585.19,5687.16,89.64
212,ORD00212,Pharmaceuticals,Kolkata,Chennai,East India,Air,939,2.73,0.6,1538.08,3,0,76666.64,12817.2,92.31
213,ORD00213,Apparel,Kolkata,Delhi,South India,Rail,636,2.75,0.02,34.98,7,0,98641.08,24031.4,99.83
214,ORD00214,Groceries,Hyderabad,Pune,West India,Air,242,5.78,0.6,839.26,11,1,97367.57,11443.03,85.8
215,ORD00215,Apparel,Bangalore,Ahmedabad,North India,Road - Medium Truck,803,3.35,0.1,269.01,4,0,76669.53,19776.47,98.65
216,ORD00216,Furniture,Hyderabad,Mumbai,West India,Air,2332,9.69,0.6,13558.25,5,0,55349.22,15690.08,32.21
217,ORD00217,Pharmaceuticals,Delhi,Mumbai,South India,Rail,830,1.38,0.02,22.91,10,1,9895.98,2838.66,89.89
218,ORD00218,Furniture,Mumbai,Ahmedabad,South India,Road - Medium Truck,1413,5.05,0.1,713.57,4,0,33802.86,4303.16,96.43
219,ORD00219,Groceries,Hyderabad,Kolkata,East India,Road - Medium Truck,1030,4.27,0.1,439.81,7,0,57447.53,9613.6,97.8
220,ORD00220,Groceries,Hyderabad,Chennai,East India,Rail,2086,5.37,0.02,224.04,12,1,49270.39,7841.63,88.88
221,ORD00221,Apparel,Pune,Kolkata,South India,Rail,2354,4.43,0.02,208.56,1,0,87088.06,15468.95,98.96
222,ORD00222,Apparel,Kolkata,Ahmedabad,West India,Road - Medium Truck,1605,3.63,0.1,582.62,9,1,59130.0,19293.0,87.09
223,ORD00223,Furniture,Delhi,Delhi,North India,Air,1492,2.1,0.6,1879.92,8,1,21080.24,3876.78,80.6
224,ORD00224,Furniture,Delhi,Chennai,West India,Road - Heavy Truck,1739,7.76,0.08,1079.57,2,0,18061.7,3807.22,94.6
225,ORD00225,Pharmaceuticals,Pune,Delhi,North India,Rail,2029,1.07,0.02,43.42,9,1,67632.01,26733.61,89.78
226,ORD00226,Groceries,Bangalore,Mumbai,North India,Rail,1224,5.59,0.02,136.84,11,1,6628.55,1034.4,89.32
227,ORD00227,Electronics,Hyderabad,Pune,West India,Road - Medium Truck,2206,2.79,0.1,615.47,7,0,28979.73,8510.41,96.92
228,ORD00228,Electronics,Mumbai,Pune,West India,Road - Medium Truck,975,9.91,0.1,966.23,2,0,33497.59,5077.61,95.17
229,ORD00229,Groceries,Pune,Hyderabad,North India,Air,279,5.75,0.6,962.55,2,0,65491.07,12387.4,95.19
230,ORD00230,Apparel,Delhi,Bangalore,East India,Road - Heavy Truck,2371,2.68,0.08,508.34,2,0,50172.53,19368.17,97.46
231,ORD00231,Electronics,Kolkata,Bangalore,South India,Road - Heavy Truck,2454,9.63,0.08,1890.56,7,0,18698.2,2875.65,90.55
232,ORD00232,Electronics,Hyderabad,Delhi,North India,Air,2264,6.93,0.6,9413.71,3,0,36514.33,6328.56,52.93
233,ORD00233,Groceries,Hyderabad,Delhi,East India,Air,361,2.71,0.6,586.99,10,1,37356.31,6324.36,87.07
234,ORD00234,Pharmaceuticals,Pune,Mumbai,East India,Air,1507,5.16,0.6,4665.67,3,0,57538.58,16534.97,76.67
235,ORD00235,Furniture,Pune,Hyderabad,East India,Road - Medium Truck,386,7.27,0.1,280.62,11,1,30457.34,8710.8,88.6
236,ORD00236,Furniture,Mumbai,Bangalore,West India,Road - Heavy Truck,1312,1.37,0.08,143.8,2,0,47249.91,8107.9,99.28
237,ORD00237,Pharmaceuticals,Mumbai,Hyderabad,West India,Air,2148,5.79,0.6,7462.15,6,0,43764.2,17160.88,62.69
238,ORD00238,Furniture,Bangalore,Pune,South India,Road - Heavy Truck,1638,3.27,0.08,428.5,9,1,79021.07,14425.05,87.86
239,ORD00239,Apparel,Pune,Kolkata,West India,Road - Medium Truck,1149,3.05,0.1,350.44,7,0,51846.77,19754.65,98.25
240,ORD00240,Furniture,Ahmedabad,Mumbai,South India,Road - Heavy Truck,1060,3.93,0.08,333.26,10,1,73485.45,18463.9,88.33
241,ORD00241,Groceries,Hyderabad,Pune,South India,Rail,1670,0.56,0.02,18.7,6,0,36560.64,7821.87,99.91
242,ORD00242,Apparel,Kolkata,Ahmedabad,South India,Rail,872,3.55,0.02,61.91,7,0,50505.93,17510.85,99.69
243,ORD00243,Pharmaceuticals,Bangalore,Delhi,West India,Rail,1659,4.07,0.02,135.04,4,0,39676.48,4776.25,99.32
244,ORD00244,Groceries,Bangalore,Kolkata,South India,Road - Medium Truck,1243,4.67,0.1,580.48,7,0,83971.77,31846.5,97.1
245,ORD00245,Groceries,Pune,Pune,North India,Rail,1783,6.76,0.02,241.06,10,1,79962.29,30210.59,88.79
246,ORD00246,Furniture,Hyderabad,Bangalore,North India,Rail,2249,7.17,0.02,322.51,2,0,61412.89,7718.35,98.39
247,ORD00247,Electronics,Kolkata,Chennai,South India,Air,1408,9.68,0.6,8177.66,1,0,96743.09,26204.16,59.11
248,ORD00248,Furniture,Hyderabad,Delhi,West India,Air,1946,4.05,0.6,4728.78,9,1,78372.51,17510.22,66.36
249,ORD00249,Apparel,Kolkata,Hyderabad,West India,Road - Heavy Truck,401,3.31,0.08,106.18,3,0,16026.59,1887.89,99.47
250,ORD00250,Groceries,Hyderabad,Mumbai,East India,Road - Medium Truck,1476,5.45,0.1,804.42,12,1,50235.44,13490.74,85.98
251,ORD00251,Furniture,Chennai,Bangalore,South India,Road - Heavy Truck,521,8.2,0.08,341.78,2,0,7145.59,2122.79,98.29
252,ORD00252,Furniture,Pune,Pune,North India,Rail,1942,5.82,0.02,226.05,3,0,27026.28,7526.43,98.87
253,ORD00253,Apparel,Mumbai,Mumbai,South India,Road - Medium Truck,1809,4.77,0.1,862.89,4,0,41939.4,7908.9,95.69
254,ORD00254,Pharmaceuticals,Hyderabad,Pune,West India,Rail,1924,3.6,0.02,138.53,8,1,15825.72,3145.99,89.31
255,ORD00255,Apparel,Mumbai,Bangalore,East India,Road - Heavy Truck,1925,3.81,0.08,586.74,12,1,63649.45,9921.58,87.07
256,ORD00256,Groceries,Pune,Bangalore,West India,Road - Heavy Truck,529,2.77,0.08,117.23,9,1,22389.23,4298.04,89.41
257,ORD00257,Pharmaceuticals,Bangalore,Ahmedabad,East India,Air,2251,2.26,0.6,3052.36,3,0,70876.13,14630.39,84.74
258,ORD00258,Groceries,Bangalore,Chennai,West India,Road - Medium Truck,1897,2.28,0.1,432.52,1,0,63843.95,8960.07,97.84
259,ORD00259,Furniture,Mumbai,Delhi,South India,Air,2064,4.39,0.6,5436.58,8,1,44484.89,6585.21,62.82
260,ORD00260,Pharmaceuticals,Ahmedabad,Mumbai,North India,Rail,970,0.81,0.02,15.71,8,1,56072.82,19599.54,89.92
261,ORD00261,Groceries,Chennai,Pune,North India,Rail,1552,7.86,0.02,243.97,12,1,56494.12,9771.46,88.78
262,ORD00262,Groceries,Mumbai,Chennai,South India,Road - Medium Truck,182,3.33,0.1,60.61,2,0,47724.57,14099.12,99.7
263,ORD00263,Furniture,Delhi,Hyderabad,East India,Rail,1803,8.68,0.02,313.0,4,0,20768.25,7439.8,98.44
264,ORD00264,Electronics,Bangalore,Pune,North India,Road - Medium Truck,1248,3.57,0.1,445.54,9,1,32486.66,10389.14,87.77
265,ORD00265,Apparel,Chennai,Pune,West India,Rail,569,8.74,0.02,99.46,3,0,71635.52,25802.59,99.5
266,ORD00266,Electronics,Pune,Kolkata,East India,Road - Medium Truck,1150,5.99,0.1,688.85,2,0,64642.22,18581.3,96.56
267,ORD00267,Electronics,Ahmedabad,Hyderabad,North India,Air,1390,9.53,0.6,7948.02,12,1,60285.78,8399.48,50.26
268,ORD00268,Apparel,Hyderabad,Bangalore,West India,Air,1809,2.57,0.6,2789.48,6,0,83360.53,20972.3,86.05
269,ORD00269,Electronics,Mumbai,Bangalore,West India,Rail,248,8.99,0.02,44.59,8,1,9364.58,1986.66,89.78
270,ORD00270,Apparel,Bangalore,Kolkata,North India,Air,1802,0.51,0.6,551.41,3,0,24220.23,4684.74,97.24
271,ORD00271,Groceries,Kolkata,Chennai,West India,Rail,1573,2.88,0.02,90.6,1,0,68128.34,13988.56,99.55
272,ORD00272,Furniture,Ahmedabad,Delhi,North India,Road - Heavy Truck,54,7.19,0.08,31.06,10,1,25275.01,9519.03,89.84
273,ORD00273,Groceries,Mumbai,Mumbai,North India,Rail,1779,8.26,0.02,293.89,4,0,70932.95,18207.77,98.53
274,ORD00274,Furniture,Mumbai,Delhi,South India,Rail,1275,3.99,0.02,101.75,3,0,18027.28,3027.9,99.49
275,ORD00275,Pharmaceuticals,Ahmedabad,Chennai,North India,Air,922,3.84,0.6,2124.29,7,0,64667.6,22930.34,89.38
276,ORD00276,Apparel,Bangalore,Chennai,East India,Road - Heavy Truck,554,1.83,0.08,81.11,7,0,61009.52,17374.93,99.59
277,ORD00277,Apparel,Chennai,Chennai,West India,Road - Heavy Truck,1217,2.86,0.08,278.45,11,1,79002.12,15236.13,88.61
278,ORD00278,Pharmaceuticals,Mumbai,Delhi,East India,Rail,1030,6.64,0.02,136.78,8,1,52014.33,19046.45,89.32
279,ORD00279,Groceries,Mumbai,Delhi,North India,Rail,2378,1.75,0.02,83.23,3,0,44982.04,10619.95,99.58
280,ORD00280,Pharmaceuticals,Kolkata,Pune,West India,Road - Heavy Truck,213,2.99,0.08,50.95,7,0,92645.03,10690.87,99.75
281,ORD00281,Apparel,Mumbai,Chennai,South India,Air,2247,1.28,0.6,1725.7,2,0,56077.26,19862.33,91.37
282,ORD00282,Electronics,Chennai,Mumbai,West India,Rail,320,4.21,0.02,26.94,4,0,34466.1,9262.91,99.87
283,ORD00283,Furniture,Mumbai,Delhi,South India,Road - Heavy Truck,275,4.81,0.08,105.82,12,1,34382.56,6102.63,89.47
284,ORD00284,Apparel,Bangalore,Hyderabad,South India,Road - Heavy Truck,1470,2.06,0.08,242.26,12,1,54685.51,9028.79,88.79
285,ORD00285,Apparel,Mumbai,Kolkata,North India,Rail,533,7.46,0.02,79.52,7,0,78285.88,30624.9,99.6
286,ORD00286,Apparel,Bangalore,Kolkata,North India,Air,1525,4.82,0.6,4410.3,3,0,10266.72,1459.85,77.95
287,ORD00287,Furniture,Delhi,Ahmedabad,East India,Road - Heavy Truck,2134,2.67,0.08,455.82,1,0,5244.01,746.71,97.72
288,ORD00288,Groceries,Chennai,Hyderabad,South India,Air,783,9.24,0.6,4340.95,9,1,93460.21,13341.86,68.3
289,ORD00289,Electronics,Delhi,Bangalore,South India,Air,1360,9.2,0.6,7507.2,6,0,30769.51,11588.84,62.46
290,ORD00290,Apparel,Mumbai,Ahmedabad,North India,Road - Heavy Truck,332,9.56,0.08,253.91,5,0,88314.17,12380.79,98.73
291,ORD00291,Groceries,Hyderabad,Ahmedabad,South India,Rail,2359,2.41,0.02,113.7,4,0,79528.19,14166.13,99.43
292,ORD00292,Electronics,Hyderabad,Delhi,West India,Road - Medium Truck,1729,1.93,0.1,333.7,11,1,7271.47,1727.24,88.33
293,ORD00293,Furniture,Kolkata,Mumbai,North India,Rail,2220,1.49,0.02,66.16,1,0,98396.0,26965.94,99.67
294,ORD00294,Electronics,Mumbai,Bangalore,West India,Road - Medium Truck,2178,9.02,0.1,1964.56,8,1,44240.4,5809.94,80.18
295,ORD00295,Apparel,Kolkata,Hyderabad,West India,Road - Heavy Truck,305,6.12,0.08,149.33,4,0,46323.37,5129.6,99.25
296,ORD00296,Pharmaceuticals,Mumbai,Bangalore,North India,Rail,1163,3.52,0.02,81.88,3,0,27193.07,3179.78,99.59
297,ORD00297,Groceries,Kolkata,Ahmedabad,East India,Road - Medium Truck,1336,4.77,0.1,637.27,4,0,43618.69,10434.58,96.81
298,ORD00298,Furniture,Hyderabad,Bangalore,North India,Road - Heavy Truck,1296,1.36,0.08,141.0,1,0,83506.74,15944.49,99.3
299,ORD00299,Furniture,Delhi,Pune,West India,Road - Medium Truck,1673,9.7,0.1,1622.81,5,0,53778.67,10586.06,91.89
300,ORD00300,Electronics,Chennai,Bangalore,South India,Road - Medium Truck,467,1.4,0.1,65.38,1,0,81370.19,29135.58,99.67
301,ORD00301,Electronics,Mumbai,Chennai,West India,Air,394,4.04,0.6,955.06,2,0,60320.76,19444.63,95.22
302,ORD00302,Furniture,Pune,Pune,West India,Road - Medium Truck,1408,1.37,0.1,192.9,1,0,16640.13,1952.15,99.04
303,ORD00303,Apparel,Kolkata,Ahmedabad,South India,Road - Heavy Truck,1797,4.14,0.08,595.17,3,0,21416.69,7187.12,97.02
304,ORD00304,Groceries,Delhi,Mumbai,East India,Road - Heavy Truck,1056,6.33,0.08,534.76,9,1,66491.45,16644.97,87.33
305,ORD00305,Pharmaceuticals,Delhi,Pune,East India,Air,866,1.8,0.6,935.28,4,0,66051.99,10623.84,95.32
306,ORD00306,Groceries,Kolkata,Bangalore,North India,Air,2035,5.67,0.6,6923.07,6,0,37683.24,8678.63,65.38
307,ORD00307,Groceries,Hyderabad,Chennai,South India,Rail,170,6.17,0.02,20.98,1,0,90097.65,14995.72,99.9
308,ORD00308,Electronics,Chennai,Pune,East India,Road - Heavy Truck,1037,2.85,0.08,236.44,12,1,30320.07,4703.08,88.82
309,ORD00309,Pharmaceuticals,Delhi,Hyderabad,South India,Road - Medium Truck,2476,2.17,0.1,537.29,6,0,35210.41,6287.47,97.31
310,ORD00310,Electronics,Delhi,Chennai,South India,Road - Medium Truck,2066,8.45,0.1,1745.77,1,0,56501.84,19624.95,91.27
311,ORD00311,Apparel,Bangalore,Hyderabad,North India,Road - Heavy Truck,52,5.5,0.08,22.88,3,0,36514.73,7878.4,99.89
312,ORD00312,Electronics,Hyderabad,Pune,North India,Road - Heavy Truck,630,1.9,0.08,95.76,6,0,78564.82,11474.84,99.52
313,ORD00313,Groceries,Hyderabad,Bangalore,East India,Rail,608,3.37,0.02,40.98,7,0,97706.76,17615.98,99.8
314,ORD00314,Furniture,Bangalore,Delhi,West India,Road - Medium Truck,768,6.82,0.1,523.78,5,0,40946.49,7362.24,97.38
315,ORD00315,Pharmaceuticals,Mumbai,Ahmedabad,South India,Road - Heavy Truck,1353,2.23,0.08,241.38,4,0,92498.63,10150.85,98.79
316,ORD00316,Electronics,Hyderabad,Ahmedabad,North India,Rail,1024,7.58,0.02,155.24,11,1,37946.96,11541.36,89.22
317,ORD00317,Electronics,Delhi,Pune,West India,Rail,327,2.49,0.02,16.28,12,1,38295.71,6276.44,89.92
318,ORD00318,Groceries,Mumbai,Ahmedabad,South India,Air,1745,9.71,0.6,10166.37,9,1,51842.79,14847.06,39.17
319,ORD00319,Electronics,Hyderabad,Bangalore,West India,Road - Medium Truck,186,4.79,0.1,89.09,2,0,33016.32,10049.67,99.55
320,ORD00320,Pharmaceuticals,Ahmedabad,Delhi,West India,Road - Medium Truck,2290,7.45,0.1,1706.05,6,0,94474.24,10069.78,91.47
321,ORD00321,Furniture,Pune,Kolkata,East India,Road - Medium Truck,1828,6.27,0.1,1146.16,4,0,19924.86,7364.68,94.27
322,ORD00322,Furniture,Delhi,Hyderabad,North India,Rail,253,2.76,0.02,13.97,8,1,42325.71,9950.83,89.93
323,ORD00323,Apparel,Mumbai,Ahmedabad,North India,Air,2017,1.33,0.6,1609.57,3,0,23969.11,9402.59,91.95
324,ORD00324,Pharmaceuticals,Pune,Bangalore,East India,Rail,1978,7.96,0.02,314.9,2,0,51464.2,10379.71,98.43
325,ORD00325,Furniture,Kolkata,Delhi,South India,Air,1875,4.01,0.6,4511.25,5,0,9238.61,2476.67,77.44
326,ORD00326,Furniture,Delhi,Pune,West India,Road - Heavy Truck,1458,1.31,0.08,152.8,10,1,81777.11,22554.45,89.24
327,ORD00327,Electronics,Bangalore,Mumbai,West India,Air,1015,5.94,0.6,3617.46,12,1,50244.92,18907.84,71.91
328,ORD00328,Electronics,Pune,Mumbai,West India,Road - Medium Truck,734,9.52,0.1,698.77,3,0,97355.66,15329.8,96.51
329,ORD00329,Electronics,Mumbai,Pune,West India,Road - Medium Truck,655,9.97,0.1,653.04,12,1,84240.27,27178.78,86.73
330,ORD00330,Pharmaceuticals,Pune,Mumbai,West India,Rail,2178,8.64,0.02,376.36,12,1,48524.93,6694.51,88.12
331,ORD00331,Electronics,Mumbai,Kolkata,East India,Road - Medium Truck,2458,1.91,0.1,469.48,2,0,60354.32,6672.2,97.65
332,ORD00332,Apparel,Pune,Bangalore,West India,Air,2038,3.01,0.6,3680.63,3,0,59342.21,15315.39,81.6
333,ORD00333,Apparel,Hyderabad,Delhi,East India,Road - Heavy Truck,1407,4.26,0.08,479.51,8,1,70598.81,27195.56,87.6
334,ORD00334,Furniture,Kolkata,Ahmedabad,East India,Rail,2063,3.45,0.02,142.35,4,0,86532.3,16834.37,99.29
335,ORD00335,Groceries,Hyderabad,Delhi,South India,Rail,415,7.42,0.02,61.59,7,0,22853.89,7692.23,99.69
336,ORD00336,Pharmaceuticals,Delhi,Bangalore,South India,Road - Heavy Truck,2125,3.46,0.08,588.2,9,1,43321.59,7184.67,87.06
337,ORD00337,Furniture,Kolkata,Hyderabad,West India,Road - Medium Truck,1071,8.45,0.1,904.99,6,0,8141.75,3133.21,95.48
338,ORD00338,Pharmaceuticals,Ahmedabad,Bangalore,West India,Air,557,6.54,0.6,2185.67,8,1,69711.56,22824.86,79.07
339,ORD00339,Electronics,Pune,Delhi,South India,Rail,1109,3.77,0.02,83.62,5,0,76151.31,14723.46,99.58
340,ORD00340,Pharmaceuticals,Delhi,Delhi,West India,Road - Medium Truck,972,8.64,0.1,839.81,7,0,69381.05,22151.63,95.8
341,ORD00341,Apparel,Pune,Pune,East India,Road - Medium Truck,84,6.65,0.1,55.86,5,0,26258.15,5711.06,99.72
342,ORD00342,Groceries,Mumbai,Delhi,East India,Air,1961,2.89,0.6,3400.37,10,1,33703.78,8217.27,73.0
343,ORD00343,Apparel,Kolkata,Kolkata,East India,Rail,492,3.34,0.02,32.87,5,0,50765.15,15184.61,99.84
344,ORD00344,Groceries,Hyderabad,Bangalore,North India,Road - Medium Truck,1034,1.92,0.1,198.53,10,1,90470.27,14327.87,89.01
345,ORD00345,Electronics,Chennai,Hyderabad,South India,Air,1112,9.98,0.6,6658.66,12,1,91156.6,25398.08,56.71
346,ORD00346,Pharmaceuticals,Bangalore,Kolkata,North India,Air,1518,9.11,0.6,8297.39,11,1,53194.91,7786.36,48.51
347,ORD00347,Apparel,Mumbai,Chennai,East India,Air,1109,1.72,0.6,1144.49,3,0,73892.73,17164.58,94.28
348,ORD00348,Apparel,Kolkata,Ahmedabad,North India,Road - Medium Truck,1307,7.57,0.1,989.4,6,0,44944.89,6020.23,95.05
349,ORD00349,Furniture,Mumbai,Pune,East India,Air,2440,1.01,0.6,1478.64,8,1,60129.75,12855.96,82.61
350,ORD00350,Pharmaceuticals,Ahmedabad,Bangalore,East India,Air,667,1.01,0.6,404.2,7,0,18049.7,6135.29,97.98
351,ORD00351,Electronics,Delhi,Ahmedabad,East India,Road - Medium Truck,2047,7.9,0.1,1617.13,6,0,36599.8,3806.67,91.91
352,ORD00352,Furniture,Pune,Pune,West India,Road - Medium Truck,740,7.73,0.1,572.02,2,0,59746.5,21058.82,97.14
353,ORD00353,Apparel,Delhi,Hyderabad,South India,Air,1620,9.67,0.6,9399.24,12,1,5443.57,1305.72,43.0
354,ORD00354,Furniture,Mumbai,Pune,East India,Road - Heavy Truck,1069,6.93,0.08,592.65,5,0,26495.24,3627.32,97.04
355,ORD00355,Pharmaceuticals,Hyderabad,Pune,South India,Road - Medium Truck,237,1.12,0.1,26.54,12,1,33329.21,10423.77,89.87
356,ORD00356,Electronics,Chennai,Chennai,South India,Rail,2057,9.96,0.02,409.75,7,0,39128.83,13439.66,97.95
357,ORD00357,Electronics,Pune,Kolkata,North India,Road - Medium Truck,2465,7.47,0.1,1841.36,12,1,52940.19,19220.01,80.79
358,ORD00358,Groceries,Mumbai,Kolkata,West India,Road - Heavy Truck,130,6.79,0.08,70.62,8,1,9582.33,3500.07,89.65
359,ORD00359,Pharmaceuticals,Kolkata,Bangalore,West India,Road - Medium Truck,88,2.45,0.1,21.56,11,1,33606.06,6771.64,89.89
360,ORD00360,Furniture,Chennai,Kolkata,South India,Road - Heavy Truck,532,5.36,0.08,228.12,8,1,31857.14,5242.79,88.86
361,ORD00361,Groceries,Hyderabad,Chennai,North India,Rail,1259,7.18,0.02,180.79,4,0,20235.49,4766.64,99.1
362,ORD00362,Electronics,Mumbai,Mumbai,East India,Road - Heavy Truck,502,6.88,0.08,276.3,3,0,84347.06,16809.81,98.62
363,ORD00363,Electronics,Kolkata,Hyderabad,East India,Road - Medium Truck,1262,4.84,0.1,610.81,3,0,30091.88,11584.65,96.95
364,ORD00364,Furniture,Bangalore,Hyderabad,East India,Air,439,7.52,0.6,1980.77,1,0,85868.36,11412.97,90.1
365,ORD00365,Furniture,Mumbai,Pune,West India,Air,1148,9.57,0.6,6591.82,6,0,88455.18,32915.46,67.04
366,ORD00366,Furniture,Mumbai,Bangalore,North India,Air,1629,3.08,0.6,3010.39,7,0,70540.73,18095.57,84.95
367,ORD00367,Furniture,Pune,Hyderabad,North India,Road - Medium Truck,2469,1.49,0.1,367.88,8,1,50854.11,11661.71,88.16
368,ORD00368,Electronics,Kolkata,Hyderabad,North India,Road - Medium Truck,2049,5.09,0.1,1042.94,1,0,15729.06,4350.89,94.79
369,ORD00369,Electronics,Pune,Chennai,West India,Road - Medium Truck,1435,9.79,0.1,1404.87,10,1,54314.47,10511.34,82.98
370,ORD00370,Electronics,Delhi,Bangalore,West India,Rail,1626,6.81,0.02,221.46,10,1,19122.17,2907.88,88.89
371,ORD00371,Apparel,Delhi,Chennai,West India,Air,356,8.76,0.6,1871.14,6,0,76385.85,23206.77,90.64
372,ORD00372,Electronics,Ahmedabad,Ahmedabad,East India,Air,372,8.26,0.6,1843.63,8,1,48613.99,7759.84,80.78
373,ORD00373,Pharmaceuticals,Delhi,Mumbai,East India,Road - Heavy Truck,122,9.82,0.08,95.84,9,1,14751.12,4075.71,89.52
374,ORD00374,Furniture,Ahmedabad,Hyderabad,West India,Road - Medium Truck,1918,6.72,0.1,1288.9,1,0,95283.74,27727.31,93.56
375,ORD00375,Apparel,Hyderabad,Kolkata,East India,Rail,517,7.3,0.02,75.48,1,0,14256.52,2884.48,99.62
376,ORD00376,Groceries,Mumbai,Kolkata,South India,Road - Heavy Truck,722,0.93,0.08,53.72,12,1,51780.1,7945.57,89.73
377,ORD00377,Apparel,Mumbai,Pune,North India,Road - Medium Truck,1659,1.65,0.1,273.74,4,0,25481.0,3889.26,98.63
378,ORD00378,Furniture,Ahmedabad,Delhi,North India,Road - Heavy Truck,1895,7.84,0.08,1188.54,9,1,48451.85,10814.7,84.06
379,ORD00379,Pharmaceuticals,Bangalore,Bangalore,North India,Air,2028,8.47,0.6,10306.3,3,0,92815.23,15377.21,48.47
380,ORD00380,Furniture,Kolkata,Pune,East India,Air,1368,6.75,0.6,5540.4,10,1,52890.46,15052.69,62.3
381,ORD00381,Pharmaceuticals,Kolkata,Hyderabad,South India,Rail,596,4.8,0.02,57.22,12,1,18127.1,3974.23,89.71
382,ORD00382,Furniture,Hyderabad,Mumbai,East India,Road - Medium Truck,1240,2.49,0.1,308.76,3,0,70228.07,8683.17,98.46
383,ORD00383,Apparel,Pune,Delhi,North India,Air,1759,6.04,0.6,6374.62,9,1,69053.13,9103.98,58.13
384,ORD00384,Apparel,Kolkata,Bangalore,North India,Road - Heavy Truck,267,4.12,0.08,88.0,3,0,68674.15,23351.22,99.56
385,ORD00385,Pharmaceuticals,Chennai,Pune,South India,Rail,2266,2.44,0.02,110.58,2,0,8069.11,1257.1,99.45
386,ORD00386,Apparel,Delhi,Delhi,East India,Rail,242,7.08,0.02,34.27,11,1,93016.06,26391.78,89.83
387,ORD00387,Apparel,Chennai,Chennai,East India,Road - Medium Truck,1864,6.4,0.1,1192.96,12,1,83848.43,10611.36,84.04
388,ORD00388,Electronics,Pune,Delhi,West India,Air,355,2.19,0.6,466.47,9,1,22762.78,7918.29,87.67
389,ORD00389,Apparel,Ahmedabad,Bangalore,North India,Rail,582,5.79,0.02,67.4,1,0,20288.24,2966.05,99.66
390,ORD00390,Apparel,Ahmedabad,Hyderabad,North India,Road - Medium Truck,2494,9.32,0.1,2324.41,10,1,9831.27,1182.56,78.38
391,ORD00391,Groceries,Pune,Mumbai,East India,Rail,803,5.49,0.02,88.17,3,0,54457.6,8937.72,99.56
392,ORD00392,Pharmaceuticals,Ahmedabad,Delhi,North India,Road - Medium Truck,1409,8.89,0.1,1252.6,10,1,36451.32,11370.18,83.74
393,ORD00393,Groceries,Mumbai,Pune,East India,Rail,1048,4.73,0.02,99.14,6,0,96095.2,18761.11,99.5
394,ORD00394,Groceries,Ahmedabad,Delhi,East India,Rail,2167,0.73,0.02,31.64,9,1,83100.36,23892.4,89.84
395,ORD00395,Pharmaceuticals,Delhi,Mumbai,South India,Road - Medium Truck,387,3.54,0.1,137.0,9,1,95080.12,33257.27,89.31
396,ORD00396,Groceries,Mumbai,Bangalore,North India,Road - Medium Truck,1787,8.72,0.1,1558.26,12,1,84388.18,28550.73,82.21
397,ORD00397,Pharmaceuticals,Mumbai,Chennai,East India,Air,205,7.31,0.6,899.13,5,0,13314.49,5109.03,95.5
398,ORD00398,Electronics,Delhi,Mumbai,North India,Air,1706,4.19,0.6,4288.88,11,1,46137.38,18221.16,68.56
399,ORD00399,Pharmaceuticals,Mumbai,Kolkata,West India,Road - Heavy Truck,2109,3.9,0.08,658.01,5,0,15082.88,2472.57,96.71
400,ORD00400,Groceries,Kolkata,Bangalore,East India,Air,176,4.25,0.6,448.8,3,0,50028.83,12004.9,97.76
401,ORD00401,Electronics,Delhi,Pune,North India,Rail,95,9.6,0.02,18.24,2,0,57584.8,13444.85,99.91
402,ORD00402,Furniture,Bangalore,Bangalore,South India,Rail,1458,2.5,0.02,72.9,9,1,25115.01,3222.55,89.64
